timestamp,username,text,url,images,likes,replies,retweets,quotes,verified,daily,is_weekday,year,cleaned_tweet,tweet_polarity_score,polarity_label
2020-12-30T17:00:00.000Z,@royalqueenseeds,"Do you know what is going on here?

Let us know👇

📸Hageweed
➡bit.ly/3afpghB",https://twitter.com/royalqueenseeds/status/1344327392542638080,https://pbs.twimg.com/media/Epb1sA3XIAEWvCT.jpg,16,17,0,0,True,2020-12-30,weekday,2020,Do you know what is going on hereLet us know👇📸Hageweed➡bit.lyafpghB,0.0,Neutral
2021-01-04T14:20:00.000Z,@royalqueenseeds,It looks like it is!,https://twitter.com/royalqueenseeds/status/1346099220999245826,,0,0,0,0,True,2021-01-04,weekday,2021,It looks like it is!,0.4199,Positive
2020-12-23T12:53:00.000Z,@TheWindsorStar,Canadians are increasingly buying more cannabis from legal stores thegrowthop.com/cannabis-new… — via @TheGrowthOp,https://twitter.com/TheWindsorStar/status/1341728538957901825,,0,1,0,1,False,2020-12-23,weekday,2020,Canadians are increasingly buying more cannabis from legal stores thegrowthop.comcannabis-new… — via,0.1935,Positive
2020-12-23T12:56:00.000Z,@JobeAustin1,Build them and they will come.,https://twitter.com/JobeAustin1/status/1341729400795131910,,1,1,0,0,False,2020-12-23,weekday,2020,Build them and they will come.,0.0,Neutral
2020-12-24T01:47:00.000Z,@MendlerGary,"Charge pre-legalization prices (or higher) without the risk and they will go to the street, which is where many go now. They learned nothing from other jurisdictions where it was legalized, and already the layoffs are beginning in the industry because they were too greedy.",https://twitter.com/MendlerGary/status/1341923297013936130,,1,1,0,0,False,2020-12-24,weekday,2020,"Charge pre-legalization prices or higher without the risk and they will go to the street, which is where many go now. They learned nothing from other jurisdictions where it was legalized, and already the layoffs are beginning in the industry because they were too greedy.",-0.1245,Negative
2020-12-24T03:02:00.000Z,@JobeAustin1,"I’m in my 50s. Everyone I know my age and demographic go to the dispensaries to buy. There will always be the ones that don’t. I know people that still make their own beer and wine. Ones that go to the reserve to buy cheap smokes, gas and weed. People will do what they do.",https://twitter.com/JobeAustin1/status/1341942236322426880,,0,1,0,0,False,2020-12-24,weekday,2020,"I’m in my s. Everyone I know my age and demographic go to the dispensaries to buy. There will always be the ones that don’t. I know people that still make their own beer and wine. Ones that go to the reserve to buy cheap smokes, gas and weed. People will do what they do.",0.0,Neutral
2020-12-24T03:09:00.000Z,@MendlerGary,Dont forget everyone gets to grow their own too,https://twitter.com/MendlerGary/status/1341943962379177985,,1,1,0,0,False,2020-12-24,weekday,2020,Dont forget everyone gets to grow their own too,0.1695,Positive
2020-12-09T02:43:00.000Z,@nuTTTz_,Can even be darker and forget about terpines.,https://twitter.com/nuTTTz_/status/1336501578229051393,,0,0,0,0,False,2020-12-09,weekday,2020,Can even be darker and forget about terpines.,-0.2263,Negative
2020-12-09T02:50:00.000Z,@nuTTTz_,Sounds like my front yard after PM and aphids. 🤣,https://twitter.com/nuTTTz_/status/1336503398527537153,,0,0,0,0,False,2020-12-09,weekday,2020,Sounds like my front yard after PM and aphids. 🤣,0.6908,Positive
2020-12-09T02:56:00.000Z,@nuTTTz_,"Life is fluid, things change.

Very seriously thinking of going with mostly auto flower next season to be finished before it gets problematic.",https://twitter.com/nuTTTz_/status/1336504860762664961,,0,0,0,0,False,2020-12-09,weekday,2020,"Life is fluid, things change.Very seriously thinking of going with mostly auto flower next season to be finished before it gets problematic.",-0.5574,Negative
2020-12-09T03:04:00.000Z,@nuTTTz_,"Some of MY genetics will be in LP product?

Is that what I'm reading here?",https://twitter.com/nuTTTz_/status/1336507088793702405,,0,0,0,0,False,2020-12-09,weekday,2020,Some of MY genetics will be in LP productIs that what I'm reading here,0.0,Neutral
2020-12-08T16:18:00.000Z,@TheFLweed,I'll give ya 1 guess where I bought it. 🙄,https://twitter.com/TheFLweed/status/1336344526999392256,,0,2,0,0,False,2020-12-08,weekday,2020,I'll give ya  guess where I bought it. 🙄,0.0,Neutral
2021-01-06T14:11:00.000Z,@TheFLweed,No that wasn't from surterra. It was a another mmj. 😉,https://twitter.com/TheFLweed/status/1346821629234581511,,0,0,0,0,False,2021-01-06,weekday,2021,No that wasn't from surterra. It was a another mmj. 😉,-0.296,Negative
2020-12-14T09:42:00.000Z,@BarneysAms,"Pineapple Express Auto Smelling Delicious  🍍

📸: @trikesgrowlab

#barneysfarm #pineappleexpressauto #trikes #marshydro #flowerfinisher",https://twitter.com/BarneysAms/status/1338418975181574147,https://pbs.twimg.com/media/EpME9xGXEAAJHHn.jpg,38,2,4,0,False,2020-12-14,weekday,2020,Pineapple Express Auto Smelling Delicious  🍍📸: barneysfarm pineappleexpressauto trikes marshydro flowerfinisher,0.5719,Positive
2020-12-13T21:16:00.000Z,@dudemanguybreh,Gardening is awesome but sometimes can be very mentally taxing. It may not seem mentally taxing but man losing 33% of a room is tough.,https://twitter.com/dudemanguybreh/status/1338231309748101120,,1,1,0,0,False,2020-12-13,weekend,2020,Gardening is awesome but sometimes can be very mentally taxing. It may not seem mentally taxing but man losing  of a room is tough.,-0.3818,Negative
2020-12-13T21:32:00.000Z,@jakegolong7,Ouch! Due to what?!,https://twitter.com/jakegolong7/status/1338235481000194054,,0,1,0,0,False,2020-12-13,weekend,2020,Ouch! Due to what!,0.0,Neutral
2020-12-13T23:34:00.000Z,@jakegolong7,Man tough! Sorry to hear. Hopefully the pollen was contained! Do you guys do anything preventatively? @PureCrop1 is a game changer!,https://twitter.com/jakegolong7/status/1338266100157583361,,1,1,0,0,False,2020-12-13,weekend,2020,Man tough! Sorry to hear. Hopefully the pollen was contained! Do you guys do anything preventatively  is a game changer!,0.4168,Positive
2020-12-04T15:41:00.000Z,@TheFLweed,Can I share your pic? I don't think must know what mold & bud rot look like... I don't wanna use my pics 😂😂✌,https://twitter.com/TheFLweed/status/1334885557223174151,,0,1,0,0,False,2020-12-04,weekday,2020,Can I share your pic I don't think must know what mold  bud rot look like... I don't wanna use my pics 😂😂✌,0.9136,Positive
2020-11-30T21:18:00.000Z,@kcook,"Read up on Bud Rot, it can & will happen if you let them get wet/cold for 5 seconds (or a Teddy). Or if a random spore floats by & sees the most gorgeous almost ready huge colas sitting there innocently thriving. Don't let it happen to you.  **cries just a little bit again**",https://twitter.com/kcook/status/1333520903188070400,,2,1,0,0,False,2020-11-30,weekday,2020,"Read up on Bud Rot, it can  will happen if you let them get wetcold for  seconds or a Teddy. Or if a random spore floats by  sees the most gorgeous almost ready huge colas sitting there innocently thriving. Don't let it happen to you.  cries just a little bit again",0.8169,Positive
2020-11-29T17:21:00.000Z,@ziration,looks like bud rot to me.,https://twitter.com/ziration/status/1333098825045590017,,1,0,0,0,False,2020-11-29,weekend,2020,looks like bud rot to me.,0.3612,Positive
2020-11-25T22:17:00.000Z,@solo_dolo_ohno,Bud rot is a fuckin cunt,https://twitter.com/solo_dolo_ohno/status/1331723665646358528,,0,0,0,0,False,2020-11-25,weekday,2020,Bud rot is a fuckin cunt,-0.5413,Negative
2020-11-23T23:37:00.000Z,@ChipDouglass666,"Beats smoking weed with chem fungicides on it, and bud rot makes growing outdoors a challenge in a lot of areas without using fungicide... so hell yeah (probably)",https://twitter.com/ChipDouglass666/status/1331019042145120258,,0,0,0,0,False,2020-11-23,weekday,2020,"Beats smoking weed with chem fungicides on it, and bud rot makes growing outdoors a challenge in a lot of areas without using fungicide... so hell yeah probably",-0.5248,Negative
2020-11-22T16:33:00.000Z,@BBKittyF2,"Ok, that big bag is what I grew i vet the summer. I’m using it for edibles because I didn’t get to finish the harvest before I began getting bud rot, etc. it was my first harvest ever! 
I have a tent and equipt. I’m starting a new grow soon with autos.",https://twitter.com/BBKittyF2/status/1330550012628054027,,1,1,0,0,False,2020-11-22,weekend,2020,"Ok, that big bag is what I grew i vet the summer. I’m using it for edibles because I didn’t get to finish the harvest before I began getting bud rot, etc. it was my first harvest ever! I have a tent and equipt. I’m starting a new grow soon with autos.",0.0,Neutral
2020-11-20T14:03:00.000Z,@MarijuanaSeeds,"Beware of Bud rot!✌️

#growyourown #4plant #seedbank
#seeds #canada",https://twitter.com/MarijuanaSeeds/status/1329787471677321221,,8,1,4,1,True,2020-11-20,weekday,2020,Beware of Bud rot!✌️growyourown plant seedbankseeds canada,0.0,Neutral
2020-11-18T20:17:00.000Z,@shalepeakhort,"💧🌱 ""Managing the humidity levels in a #cannabis cultivation operation is absolutely critical. If humidity is too high, you are at risk for disease outbreaks, including the infamous bud rot."" 👉 cannabisbusinesstimes.com/ar…",https://twitter.com/shalepeakhort/status/1329156686683189248,https://pbs.twimg.com/media/EnIc9dKXUAYfo-Q.png,0,0,0,0,False,2020-11-18,weekday,2020,"💧🌱 ""Managing the humidity levels in a cannabis cultivation operation is absolutely critical. If humidity is too high, you are at risk for disease outbreaks, including the infamous bud rot."" 👉 cannabisbusinesstimes.comar…",-0.5709,Negative
2020-11-18T14:24:00.000Z,@caesar_TheF,Sometimes they get stuck and die(flying insects) but 🐛 nasty pests that shit where deh eat bringing on bud rot and force u to harvest early,https://twitter.com/caesar_TheF/status/1329068012050075648,,0,0,1,0,False,2020-11-18,weekday,2020,Sometimes they get stuck and dieflying insects but 🐛 nasty pests that shit where deh eat bringing on bud rot and force u to harvest early,-0.9062,Negative
2020-11-18T04:01:00.000Z,@Errraakk,I can’t wait until people start finding mold and bud rot in these cookies boof packs.,https://twitter.com/Errraakk/status/1328911270247084038,,3,0,0,0,False,2020-11-18,weekday,2020,I can’t wait until people start finding mold and bud rot in these cookies boof packs.,0.0,Neutral
2020-11-17T06:05:00.000Z,@turtlefstp,You are correct - ppl are already complaining on Instagram about the bud rot - how can they do this to Seed Junky and give them a bad name. Liberty needs some better QC practices.,https://twitter.com/turtlefstp/status/1328580056336257025,,0,0,0,0,False,2020-11-17,weekday,2020,You are correct - ppl are already complaining on Instagram about the bud rot - how can they do this to Seed Junky and give them a bad name. Liberty needs some better QC practices.,0.25,Positive
2020-11-16T21:53:00.000Z,@ev0lmorph,Plant got bud rot fuck ... 😶🙃,https://twitter.com/ev0lmorph/status/1328456209716764672,,0,0,0,0,False,2020-11-16,weekday,2020,Plant got bud rot fuck ... 😶🙃,-0.5423,Negative
2020-11-16T02:10:00.000Z,@michellebrocato,Experiencing some bud rot on my 3rd harvest. I can’t even imagine throwing away this much weed,https://twitter.com/michellebrocato/status/1328158410764939264,,0,0,0,0,False,2020-11-16,weekday,2020,Experiencing some bud rot on my rd harvest. I can’t even imagine throwing away this much weed,0.0,Neutral
2020-11-15T13:47:00.000Z,@kcook,"Before I grew, it seemed both simple yet complicated.  After harvesting and drying and curing I realize that it is both simpler but also so much more complicated that I had begun to realize.  And I hadn't read about trimming hell hahaha.  Also bud rot sucks so so much. :'(",https://twitter.com/kcook/status/1327971394412445696,,1,0,0,0,False,2020-11-15,weekend,2020,"Before I grew, it seemed both simple yet complicated.  After harvesting and drying and curing I realize that it is both simpler but also so much more complicated that I had begun to realize.  And I hadn't read about trimming hell hahaha.  Also bud rot sucks so so much. :'",-0.6956,Negative
2020-11-14T01:32:00.000Z,@likeluke,"Bought some @crescolabs GG4 today that

a. Had bud rot
b. Had BUGS in it
c. Cost $60
d. Was really ugly!!

I got an exchange but, seriously? This is bad.",https://twitter.com/likeluke/status/1327424087090753536,https://pbs.twimg.com/media/Emv1Kq3W8AYFjdO.jpg,2,2,0,0,False,2020-11-14,weekend,2020,"Bought some  GG today thata. Had bud rotb. Had BUGS in itc. Cost d. Was really ugly!!I got an exchange but, seriously This is bad.",-0.7519,Negative
2020-11-12T23:35:00.000Z,@jeffjamz4Jesus,"I'm here in NC where the humidity is horrible I'm the summer and when I can keep the spider mites off of my girls and keep them from getting bud rot I like Atomic Bomb which is about 28%-32%, and then there's purple haze that usually grow well here. Got any seeds of your strain?",https://twitter.com/jeffjamz4Jesus/status/1327032178828587010,,1,0,0,0,False,2020-11-12,weekday,2020,"I'm here in NC where the humidity is horrible I'm the summer and when I can keep the spider mites off of my girls and keep them from getting bud rot I like Atomic Bomb which is about -, and then there's purple haze that usually grow well here. Got any seeds of your strain",-0.5106,Negative
2020-11-20T20:27:00.000Z,@cnoble38,Fans are lifesavers,https://twitter.com/cnoble38/status/1329884004716318723,,2,0,0,0,False,2020-11-20,weekday,2020,Fans are lifesavers,0.0,Neutral
2020-12-04T15:33:00.000Z,@TheFLweed,"Hit them up. I found mold from 2 different dispensaries. You didn't hear about it because I believe in giving the chance to make things right, before I put them on blast. It happens you get crappy produce from time to time. The store exchanges it & you move on. Now if they ....",https://twitter.com/TheFLweed/status/1334883489817235456,,0,1,0,0,False,2020-12-04,weekday,2020,"Hit them up. I found mold from  different dispensaries. You didn't hear about it because I believe in giving the chance to make things right, before I put them on blast. It happens you get crappy produce from time to time. The store exchanges it  you move on. Now if they ....",-0.0516,Negative
2020-12-04T15:35:00.000Z,@TheFLweed,"Sold you moldy weed & won't  replace it then I'm here for you. I know not all dispensaries have the return policy that you're used to from trulieve, but moldy meds can make you sick. If you're shop won't replace it then blast away & let us know. I like dispensaries who deal with",https://twitter.com/TheFLweed/status/1334884115691286529,,0,1,0,0,False,2020-12-04,weekday,2020,"Sold you moldy weed  won't  replace it then I'm here for you. I know not all dispensaries have the return policy that you're used to from trulieve, but moldy meds can make you sick. If you're shop won't replace it then blast away  let us know. I like dispensaries who deal with",-0.296,Negative
2020-12-04T15:36:00.000Z,@TheFLweed,"Issues head on instead of duck, hide, & deceive. But give them a chance in private 1st. IMO. ✌",https://twitter.com/TheFLweed/status/1334884394000060423,,0,1,0,0,False,2020-12-04,weekday,2020,"Issues head on instead of duck, hide,  deceive. But give them a chance in private st. IMO. ✌",0.6808,Positive
2020-12-04T15:57:00.000Z,@TheFLweed,"Let me know how it goes, I'm bugging out for the day, but I'll check in with you later.✌",https://twitter.com/TheFLweed/status/1334889485889310721,,0,1,0,0,False,2020-12-04,weekday,2020,"Let me know how it goes, I'm bugging out for the day, but I'll check in with you later.✌",0.6486,Positive
2020-11-30T20:30:00.000Z,@royalqueenseeds,"What’s the most important advice you would give to a first-time grower?😮

Leave your best advice below👇

➡bit.ly/EasyStrainsRQS
📸uk420show",https://twitter.com/royalqueenseeds/status/1333508601114210310,https://pbs.twimg.com/media/EoFE7o5XIAIulcN.jpg,52,30,5,0,True,2020-11-30,weekday,2020,What’s the most important advice you would give to a first-time grower😮Leave your best advice below👇➡bit.lyEasyStrainsRQS📸ukshow,0.7425,Positive
2020-11-30T21:20:00.000Z,@kcook,and by Teddy I mean the hurricane that made things cold for a couple days and got some wet onto the plants as well.,https://twitter.com/kcook/status/1333521419167174656,,2,0,0,0,False,2020-11-30,weekday,2020,and by Teddy I mean the hurricane that made things cold for a couple days and got some wet onto the plants as well.,0.2732,Positive
2020-10-21T21:45:00.000Z,@ayrflorida,Orange Mints from Seed Junky Genetics x Liberty Health Sciences.,https://twitter.com/ayrflorida/status/1319032019851116546,,26,0,1,0,False,2020-10-21,weekday,2020,Orange Mints from Seed Junky Genetics x Liberty Health Sciences.,0.5267,Positive
2020-11-22T03:14:00.000Z,@Greedy55423492,Wouldn't ur edibles b better made with concentrates instead of good flower? Ja,https://twitter.com/Greedy55423492/status/1330348917335105536,,1,1,0,0,False,2020-11-22,weekend,2020,Wouldn't ur edibles b better made with concentrates instead of good flower Ja,0.7003,Positive
2020-11-22T14:14:00.000Z,@BBKittyF2,Probably. But this is what I have to use,https://twitter.com/BBKittyF2/status/1330514882593230864,,1,1,0,0,False,2020-11-22,weekend,2020,Probably. But this is what I have to use,0.0,Neutral
2020-11-22T16:14:00.000Z,@Greedy55423492,"R u gonna infuse with oil? Or jus gonna dump the flowers in the mix?....

Sorry jc😅",https://twitter.com/Greedy55423492/status/1330545189736341504,,1,1,0,0,False,2020-11-22,weekend,2020,R u gonna infuse with oil Or jus gonna dump the flowers in the mix....Sorry jc😅,-0.0258,Neutral
2020-11-22T16:27:00.000Z,@BBKittyF2,"This is just cake, no thc",https://twitter.com/BBKittyF2/status/1330548583871950851,,1,1,0,0,False,2020-11-22,weekend,2020,"This is just cake, no thc",-0.296,Negative
2020-11-22T16:31:00.000Z,@Greedy55423492,But thn y do u have a nice size bag of girl scouts cookies?..the flowers themselves should have thc...unless ur using hemp... I also dabble with edibles here & there...I was jc if u were gonna have cake tasting like weed or were u gonna infuse so as 2 hide the taste of the weed.,https://twitter.com/Greedy55423492/status/1330549571454320641,,1,1,0,0,False,2020-11-22,weekend,2020,But thn y do u have a nice size bag of girl scouts cookies..the flowers themselves should have thc...unless ur using hemp... I also dabble with edibles here  there...I was jc if u were gonna have cake tasting like weed or were u gonna infuse so as  hide the taste of the weed.,0.6686,Positive
2020-11-22T16:38:00.000Z,@Greedy55423492,Oooo nice...I had a grow of auto's once....u have 2 b on top of em due 2 the short time frame it takes em 2 grow...I prefer the old way...that way I can grow plants bigger/taller/fuller...But congratulations 👏 fr....r u doin an indoor grow or outdoor?,https://twitter.com/Greedy55423492/status/1330551302238007297,,0,0,0,0,False,2020-11-22,weekend,2020,Oooo nice...I had a grow of auto's once....u have  b on top of em due  the short time frame it takes em  grow...I prefer the old way...that way I can grow plants biggertallerfuller...But congratulations 👏 fr....r u doin an indoor grow or outdoor,0.6908,Positive
2020-11-11T23:38:00.000Z,@LaurenceJeuness,"1)Buy pH calibration solution right away! 
2)Don't dry too quickly=no flavor
3)Dont jar too quickly=bud rot",https://twitter.com/LaurenceJeuness/status/1326670649272700928,,6,1,0,0,False,2020-11-11,weekday,2020,Buy pH calibration solution right away! Don't dry too quickly=no flavorDont jar too quickly=bud rot,0.3802,Positive
2020-11-11T23:02:00.000Z,@baskinmybashful,"12. Grow as many plants as legally possible outside as many of them will succumb to bud rot or pest issues 

13. Only grow auto flowering plants outdoors. When is the best time to germinate autos in vancouver for outdoor growing if the plan is to chop plants before Oct. 1, 2020?",https://twitter.com/baskinmybashful/status/1326661495669760002,,1,1,0,0,False,2020-11-11,weekday,2020,". Grow as many plants as legally possible outside as many of them will succumb to bud rot or pest issues . Only grow auto flowering plants outdoors. When is the best time to germinate autos in vancouver for outdoor growing if the plan is to chop plants before Oct. ,",0.743,Positive
2020-11-11T23:02:00.000Z,@baskinmybashful,"6. Maintain distance between light and top colas to prevent evaporation of terpenes.
7. Max number of drying days= 9 days
8. Use tester buds in jars to determine end of drying period per plant. 
9. Prevent bud rot by bringing plants in during a rainstorm",https://twitter.com/baskinmybashful/status/1326661494050729984,,1,1,0,0,False,2020-11-11,weekday,2020,. Maintain distance between light and top colas to prevent evaporation of terpenes.. Max number of drying days=  days. Use tester buds in jars to determine end of drying period per plant. . Prevent bud rot by bringing plants in during a rainstorm,0.3182,Positive
